com.mitula.mvp.presenters.BaseSearchPresenter:  void  addLastLocation(com.mitula.mobile.model.entities.v3.common.Location,java.lang.String)	com.mitula.domain.common.location.LastLocationsUseCaseController:  void  addLastLocations(com.mitula.mobile.model.entities.v3.common.Location,java.lang.String)
com.mitula.views.activities.BaseSettingsActivity:  void  showError(com.mitula.mobile.model.entities.v3.common.Status)	com.mitula.views.activities.BaseSettingsActivity:  void  hideLoading()
com.mitula.domain.jobs.LastProfessionsUseCaseController:  com.mitula.mobile.model.entities.v3.jobs.LastProfessions  addProfessionToList(com.mitula.mobile.model.entities.v3.jobs.ProfessionJobs,com.mitula.mobile.model.entities.v3.jobs.LastProfessions,java.lang.String)	com.mitula.mobile.model.entities.v3.jobs.LastProfessions:  java.util.List  getLastProfessionsByCountryID(java.lang.String)
com.mitula.views.adapters.SavedSearchesRecyclerAdapter:  void  showItemsRemovedSnackbar(android.util.SparseArray)	com.mitula.views.adapters.SavedSearchesRecyclerAdapter:  android.support.design.widget.Snackbar  createGenericSnackbarOverBottomBar(java.lang.String)
com.mitula.views.activities.BaseMenuActivity:  void  forgotPasswordResult(com.mitula.mobile.model.entities.v3.common.Status)	com.mitula.views.utils.TrackingUtils:  void  trackTimingEvent(android.app.Activity,com.mitula.mobile.model.entities.v3.common.response.StatusResponseTiming)
com.mitula.mvp.presenters.BaseUserAccountPresenter:  void  updateUser(com.mitula.mobile.model.entities.v3.common.User)	com.mitula.domain.common.user.UserUseCaseController:  void  requestUser(com.mitula.mobile.model.entities.v3.common.request.UserRequest)
com.mitula.mobile.model.entities.v3.common.ListingImages$1:  void  <clinit>()	com.mitula.mobile.model.entities.v3.enums.EnumImageSize:  com.mitula.mobile.model.entities.v3.enums.EnumImageSize[]  values()
com.mitula.mvp.presenters.BaseRateAppPresenter:  boolean  isMinCriteriaSatisfied()	com.mitula.views.utils.PreferencesManager:  int  getIntValue(java.lang.String)
com.mitula.domain.homes.ConfigurationHomesUseCaseController:  boolean  mergeFilterWithPropertyType(com.mitula.mobile.model.entities.v3.common.filter.Filters,com.mitula.mobile.model.entities.v3.common.filter.Filters,com.mitula.mobile.model.entities.v3.homes.ConfigurationPropertyTypeGroup)	com.mitula.domain.common.ConfigurationUseCaseController:  boolean  mergeFilter(com.mitula.mobile.model.entities.v3.common.filter.Filters,com.mitula.mobile.model.entities.v3.common.filter.Filters)
com.mitula.mvp.presenters.BaseCountriesPresenter:  boolean  changeCountryFromInstantJobsToJobs(java.lang.String)	com.mitula.domain.common.CountriesUseCaseController:  com.mitula.mobile.model.entities.v3.common.Country  obtainSelectedCountry()
com.mitula.views.subviews.TagsViewLayout:  void  <init>(android.content.Context,android.util.AttributeSet,int)	com.mitula.views.subviews.TagsViewLayout:  void  init()
com.mitula.mvp.presenters.BaseRateAppPresenter:  void  dependencyDomainInjection(com.mitula.di.BaseDomainComponent)	com.mitula.di.DaggerBaseDomainComponent:  void  inject(com.mitula.mvp.presenters.BaseRateAppPresenter)
com.mitula.domain.common.user.UserListingUseCaseController:  com.mitula.mobile.model.entities.v3.common.ListingList  removeListingFromEnd(com.mitula.mobile.model.entities.v3.common.ListingList)	com.mitula.domain.common.user.UserListingUseCaseController:  java.lang.String  getSelectedCountryId()
com.mitula.mvp.presenters.BaseLoginPresenter:  com.mitula.mobile.model.entities.v3.common.request.UserRequest  buildUserRequest(com.mitula.mobile.model.entities.v3.common.User,com.mitula.mobile.model.entities.v3.enums.EnumMobileUserAction)	com.mitula.mobile.model.entities.v3.common.User:  java.lang.String  getPassword()
com.mitula.homes.views.activities.SplashActivity:  java.lang.String  getLongTailTreated(android.net.Uri)	com.mitula.homes.views.application.HomesApplication:  boolean  isNestoriaApp(android.content.Context)
com.mitula.homes.views.activities.FiltersActivity:  void  onToolbarFilterChanged()	com.mitula.homes.views.subviews.ToolBarFiltersHomesView:  com.mitula.mobile.model.entities.v3.homes.PropertyTypeGroup  getPropertyTypeGroupSelected()
com.mitula.views.custom.SwipeRefreshLayoutBottom:  void  startScaleUpAnimation(android.view.animation.Animation$AnimationListener)	com.mitula.views.custom.SwipeRefreshLayoutBottom$2:  void  <init>(com.mitula.views.custom.SwipeRefreshLayoutBottom)
com.mitula.di.BaseDomainModule_ProvideListingListFactory:  dagger.internal.Factory  create(com.mitula.di.BaseDomainModule)	com.mitula.di.BaseDomainModule_ProvideListingListFactory:  void  <init>(com.mitula.di.BaseDomainModule)
com.mitula.views.activities.BaseFavoritesActivity:  void  <init>()	com.mitula.views.activities.BaseMenuActivity:  void  <init>()
com.mitula.mvp.presenters.BaseListingPresenter:  boolean  similarListingsAreEnabled(com.mitula.mobile.model.entities.v3.common.Listing)	com.mitula.mobile.model.entities.v3.common.ConfigurationResponse:  com.mitula.mobile.model.entities.v3.common.configuration.ListingConfiguration  getListingConfiguration()
com.mitula.mvp.presenters.BaseListingPresenter:  com.mitula.mobile.model.entities.v3.enums.EnumMobileUserType  getUserType()	com.mitula.domain.common.user.UserUseCaseController:  com.mitula.mobile.model.entities.v3.enums.EnumMobileUserType  getUserType()
com.mitula.homes.mvp.presenters.FiltersPresenter:  void  getNumberOfSearchResults()	com.mitula.homes.mvp.presenters.FiltersPresenter:  com.mitula.domain.common.search.SearchUseCaseController  getSearchUseCaseController()
